924.000000	439.000000	34.000000	18.000000
920.434326	440.219360	27.876736	15.727934
916.540222	438.717255	27.141365	17.465731
912.039062	439.569244	24.784618	16.457405
905.592773	439.525787	25.644917	14.961337
899.796326	438.433075	25.888390	16.225428
893.166199	438.234283	26.890182	15.936542
887.088379	438.735168	27.808416	14.906677
884.215881	437.787415	24.269699	15.812728
879.562622	436.613495	24.292084	17.833662
873.115479	437.024567	25.987516	15.516353
868.616394	436.799713	27.779890	16.564863
863.907471	436.002594	25.459064	16.219919
859.729004	435.292969	24.339817	16.432451
853.688354	435.215210	27.624191	16.197540
848.302979	435.027344	29.862587	15.512529
844.376282	435.133362	27.805624	15.258859
841.344421	434.029236	26.393852	15.727810
834.277832	433.905212	30.122665	15.689274
830.980591	433.537445	28.697966	15.152181
826.213501	432.665527	29.221458	16.743107
823.182190	432.203003	29.464180	16.746868
818.430298	431.868195	29.533102	16.843843
812.107788	432.184967	31.575108	14.948693
807.493652	430.524719	30.856651	16.107033
803.443359	429.902679	30.196571	16.533028
800.934570	429.817749	27.265530	16.742634
796.225525	428.137390	25.990654	17.320524
790.580688	428.545166	27.960140	16.201921
784.868164	427.676361	27.664848	15.781925
779.143860	426.253754	29.252119	16.646187
777.669617	426.466370	26.116005	15.443280
773.848267	425.698761	26.336004	15.933627
770.284424	424.668335	23.687410	16.207754
766.073486	424.952179	24.948994	15.584813
764.645935	425.588715	24.370928	14.423486
760.488220	424.636108	26.922327	15.221420
758.241577	424.587738	27.652002	14.983541
757.525085	424.270203	24.209808	15.057488
754.830139	424.138824	27.779827	15.584530
753.151184	423.693359	28.574917	15.324100
752.211426	423.333740	28.133499	16.140394
752.271667	423.413513	27.764065	15.722147
751.260193	422.814301	29.544607	15.422348
752.729248	422.410767	27.447222	15.958208
755.575684	421.766357	26.153620	17.581833
754.310974	420.997955	27.115141	16.964863
756.382446	420.370575	24.496372	17.504044
756.897949	419.542755	24.946033	16.811277
756.268860	419.896698	27.141293	16.075779
755.036316	418.611908	28.898806	16.668316
755.235474	418.759857	28.465040	16.165670
756.068970	418.639191	27.391905	16.397589
753.666260	417.776733	29.760246	15.833770
755.700989	417.111450	26.747843	17.177979
754.609253	416.324371	26.585627	17.033236
750.431274	415.732758	27.918423	16.321512
751.711487	416.925018	26.594656	15.695655
748.515381	415.418640	27.463778	16.377281
746.824585	414.316071	26.760710	17.150459
745.797668	414.132843	25.968365	17.165699
742.057739	413.973053	27.462374	16.655186
739.206848	413.492767	26.177040	16.953829
736.529114	415.201630	26.173023	17.273233
733.624390	415.126648	26.241091	17.055756
730.329041	414.825958	25.584887	18.118786
727.008301	414.439117	26.776491	17.269421
723.185547	414.323761	26.882347	17.314322
720.218445	414.107758	26.618629	16.949314
716.974854	413.027985	26.368511	17.792034
713.453857	412.918243	26.032381	17.148388
709.357849	413.211151	27.171440	17.012047
705.431580	412.741119	26.856676	17.064697
702.216125	412.572357	26.305567	17.327044
697.129639	412.733246	26.932360	16.612688
694.207703	412.408752	25.761841	18.439026
688.788940	412.843262	25.664904	16.348303
686.286743	412.329559	25.263464	18.011808
681.990723	411.938049	26.668312	17.556524
678.244873	412.160126	26.092958	17.614080
674.953796	412.815369	25.885843	16.807579
670.631592	412.005737	26.873365	17.550076
667.039612	412.171051	25.784754	18.913836
664.239807	411.745667	25.561991	18.903040
661.036743	412.993011	25.096384	16.535522
657.652832	412.359406	26.032463	17.835333
654.433960	412.181610	24.958344	17.237486
650.968750	411.805420	24.931946	17.514469
647.043457	411.983856	25.504684	16.815683
644.215698	411.684418	26.121443	17.713858
638.868958	411.136597	26.479166	17.587175
636.888855	410.533020	25.263653	18.053087
633.650635	410.015137	25.533920	18.647430
631.492371	409.374298	25.160501	18.916941
628.707214	409.755157	25.637627	18.315928
627.005371	409.434662	25.166340	19.024288
625.771423	409.299835	25.142056	18.674988
624.642700	409.692261	23.995882	18.843939
623.369446	409.255981	24.278271	18.347122
622.358215	409.127441	24.557194	18.725830
621.818604	408.661041	24.412786	19.183432
620.869690	408.319519	25.138750	18.722656
621.902161	407.594299	24.631784	19.752363
622.437195	407.732300	24.369053	18.318459
622.651123	407.352600	24.899748	17.692331
625.142151	406.277618	25.422035	17.864515
628.496338	406.017517	24.095226	18.932247
629.944763	405.855896	24.728296	19.125660
632.630676	405.064362	23.741304	19.345755
633.127563	405.119110	24.248352	18.399633
634.237305	404.215820	23.785299	18.965004
633.685974	404.021881	24.964657	19.268240
634.340454	403.504669	24.018227	20.097395
633.925049	403.387726	23.637627	18.731207
633.005737	402.756226	23.559599	19.277443
631.916016	402.469238	24.135088	20.355194
631.519714	402.008179	22.940868	19.609476
629.285767	402.186462	25.335932	18.194803
626.809387	401.280487	25.196409	19.476448
625.681885	400.857819	24.708900	18.819450
624.447937	400.700439	25.028036	18.775383
622.781738	400.702148	24.558319	19.050461
618.903076	400.367188	26.978079	19.488287
617.462402	400.833069	24.490093	17.463072
613.703125	399.513153	25.608431	18.768963
610.698303	399.430450	24.934168	18.195917
606.385315	399.470551	24.353788	18.094498
602.985840	398.707275	23.983313	18.349771
599.696777	397.928223	25.523472	18.472719
598.833557	398.162720	23.993763	17.453989
595.314819	398.044556	25.315268	17.291412
592.363342	397.421173	25.177147	18.127323
592.050110	396.128265	25.192057	18.343809
590.901062	395.818115	24.747843	17.829924
589.140503	396.728210	25.690611	17.334923
587.008911	395.379242	27.004868	17.570518
587.797913	395.768860	25.303633	16.763063
587.335388	394.639374	25.512951	18.231373
586.174744	394.520996	26.188221	18.134867
587.031067	393.029480	25.869413	19.536655
588.770630	392.850830	25.994205	17.846043
589.239197	392.601135	28.066889	17.916622
590.955505	392.772491	27.915730	18.020775
592.531677	392.513428	27.358633	17.470678
594.199829	390.715393	27.203709	19.499653
594.267822	391.211945	27.728230	18.625355
596.294922	390.595612	25.865129	18.966375
597.177734	389.708221	25.323833	19.651224
595.835754	389.939270	26.319695	19.486551
594.625244	388.608368	27.168274	20.543875
593.846802	389.068176	25.994146	18.946732
593.126892	387.502747	26.211773	19.503515
591.851746	387.654907	25.768976	19.465940
